en;ru;kk;translation_key;is_preload
RCCG -Uralsk [Batys EnergoResources, Oral Taza Service, KazTransGas Aimak, others];РЦКУ-Уральск [Батыс ЭнергоРесурсы, Орал Таза Сервис, КазТрансГаз Аймак, прочие];РЦКУ-Орал [Батыс ЭнергоРесурстар, Орал Таза Сервис, ҚазТрансГаз Аймақ, өзгелер];ps_full_80;0
Cyfral, Aktobe Taza Kala, KazTransGas, Aimak, other);[Цифрал, Актобе Таза Кала, КазТрансГаз Аймак, прочие];[Цифрал, Ақтөбе Таза Қала, ҚазТрансГаз Аймақ, басқалары];РЦКУ-Запад (Актобе) [Цифрал, Актобе Таза Кала, КазТрансГаз Аймак, прочие];0
RCCG -Kostanay [KazTransGasAimak, in-house gas equipment, others];РЦКУ-Костанай [КазТрансГазАймак, ВДГО, прочие];РЦКУ-Қостанай [ҚазТрансГазАймақ, ВДГО, өзгелер];ps_full_82;0
RCCG -Atyrau [KazTransGasAimak, in-house gas equipment, others];РЦКУ-Атырау [КазТрансГазАймак, ВДГО, прочие];РЦКУ-Атырау [ҚазТрансГазАймақ, ВДГО, өзгелер];ps_full_83;0
RCCG -Aktau [KazTransGasAimak, in-house gas equipment, others];РЦКУ-Актау[КазТрансГазАймак, ВДГО, прочие];РЦКУ-Ақтау[ҚазТрансГазАймақ, ВДГО, өзгелер];ps_full_84;0
Astana MCC;Астана ЕРЦ;Астана БЕО;ps_full_85;0
UK Heating networks ; УК тепловые сети;УК жылу желілері;ps_full_86;0
"Karagandyzhylsbyt" LLP;ТОО "Карагандыжылусбыт";"Қарағандыжылуөткізу" ЖШС;ps_full_87;0
Tauekel-T;Тауекел-Т;Тәуекел-Т;ps_full_88;0
Tauekel-N-Algabas;Тауекель-Н-Алгабас;Тәуекел-Н-Алғабас;ps_full_89;0
Zhetisu Gas Kubyry;Жетісу газ кубыры;Жетісу газ құбыры;ps_full_90;0
Kyzylordateploelektrotsentr;Кызылордатеплоэлектроцентр;Қызылорда жылу электр орталығы;ps_full_91;0
UPD ASC Almaty Gas;ЕПД АРЦ Алматы газ;Алматы газ АЕО БТҚ;ps_full_92;0
Rudnensky Vodokanal LLP; ТОО Рудненский Водоканал;Рудненск Су арнасы ЖШС;ps_full_93;0
 "Shygysenergotrade" LLP;ТОО «Шыгысэнерготрэйд»;«Шығысэнерготрэйд» ЖШС;ps_full_94;0
RCCG -Kyzylorda [KazTransGasAimak, in-house gas equipment, others];РЦКУ-Кызылорда [КазТрансГазАймак, ВДГО, прочие];РЦКУ-Қызылорда [ҚазТрансГазАймақ, ВДГО, өзгелер];ps_full_95;0
Sogrinskaya HES APS;  Согринская ТЭЦ АЭС;Согринск ЖЭО  АЭС;ps_full_96;0
Pavlodarenergosbyt MCC;  ПавлодарЭнергоСбыт ЕРЦ;ПавлодарЭнергоӨткізу  (ПавлодарЭнергоСбыт) БЕО;ps_full_97;0
"Shakhtinskteploenergo" LLP;ТОО "Шахтинсктеплоэнерго";"Шахтинскжылуэнерго" ЖШС;ps_full_98;0
"Pavlodar-Vodokanal" LLP;ТОО "Павлодар-водоканал";"Павлодар-суарнасы" ЖШС;ps_full_99;0
Batys Energo resources ;Батыс Энерго Ресурсы;Батыс Энерго Ресурсы;ps_full_100;0
RCCG Shymkent;РЦКУ Шымкент;Шымкент РЦКУ;ps_full_101;0
ONAY-transport card of Almaty;ОҢАЙ – Транспортная карта г.Алматы;ОҢАЙ –  Алматы қ. көлік картасы;ps_full_102;0
"SAPAR" LLP )www.avokzal.kz);ТОО «САПАР» (www.avokzal.kz);«САПАР» ЖШС (www.avokzal.kz);ps_full_103;0
E-gov (Electronic Government)*;E-gov (Электронное правительство)*;E-gov (Электрондық үкімет)*;ps_full_104;0
Payment of traffic penalties (Almaty city) *;Оплата штрафов ПДД (г.Алматы)*;ЖҚЕ айыппұлдарын төлеу (Алматы қ.)*;ps_full_105;0
Payment for Driving Regulations fines (RK)*;Оплата штрафов ПДД (РК)*;ЖҚЕ айыппұлдарын төлеу (ҚР);ps_full_106;0
Mamba.ru;Mamba.ru;Mamba.ru;ps_full_107;0
Lava-Online, ;Lava-Online, ;Lava-Online, ;ps_full_108;0
Watches,; Дозоры,;Барлаулар,;ps_full_109;0
(AtomFishing) Extreme Server, ;[AtomFishing] Сервер Экстрим, ;[AtomFishing] Сервер Экстрим, ;ps_full_110;0
(AtomFishing) Return Server, ;[AtomFishing] Сервер Возвращение, ;[AtomFishing] Сервер Қайтару ;ps_full_111;0
Xcraft.ru,;Xcraft.ru,;Xcraft.ru,;ps_full_112;0
GameXP,;GameXP,;GameXP,;ps_full_113;0
The War Z, ;The War Z, ;The War Z, ;ps_full_114;0
Battle of Immortals, ;Battle of Immortals, ;Battle of Immortals, ;ps_full_115;0
Territoriya 2;Территория 2, ;Аумақ  2, ;ps_full_116;0
Last limit,; Последний предел,;Соңғы шек,;ps_full_117;0
 Tanki online, ; Tanki online, ;Tanki online, ;ps_full_119;0
 Bloody World, ; Bloody World, ;Bloody World, ;ps_full_120;0
Gamenet,;Gamenet, ;Gamenet, ;ps_full_121;0
One World,;One World, ;One World, ;ps_full_122;0
Molehill Empire ;Садовая империя, ;Бақ империясы,;ps_full_123;0
Lordmancer;Лордмансер, ;Лордмансер, ;ps_full_124;0
 Zzima.com,; Zzima.com,;Zzima.com,;ps_full_125;0
Podnebesiye;Поднебесье, ;Аспан асты,;ps_full_126;0
 Murclub.ru, ; Murclub.ru, ;Murclub.ru, ;ps_full_127;0
Siege Online;Осада Онлайн, ;Осада Онлайн, ;ps_full_128;0
Silkroad Online, ;Silkroad Online, ;Silkroad Online, ;ps_full_129;0
Kw.rambler.ru, ;Kw.rambler.ru, ;Kw.rambler.ru, ;ps_full_130;0
Moja Derewnja;Моя деревня, ;Менің ауылым,;ps_full_131;0
My lands, ;My lands, ;My lands, ;ps_full_132;0
Barbarian;Варвары, ;Варварлар, ;ps_full_133;0
JagPlay, ;JagPlay, ;JagPlay, ;ps_full_134;0
Mgates, ;Mgates, ;Mgates, ;ps_full_135;0
Mafia Wars,;Войны мафии, ;Мафия соғыстары;ps_full_136;0
Islands ;  Острова, ;Аралдар,;ps_full_137;0
Peredovaya, ;Peredovaya, ;Peredovaya, ;ps_full_138;0
StarClashes;Звездные бои,;Жұлдыздар соғысы,;ps_full_139;0
Garena;Гарена, ;Гарена, ;ps_full_140;0
Korolevstvo (Kingdom);Королевство;Корольдік;ps_full_141;0
Ganja Wars;Ганджубасовые войны;Ганджубастық соғыстар;ps_full_142;0
Carnage;Carnage;Carnage;ps_full_143;0
11x11 foorball Messenger ;11х11 футбольный Менеджер;11х11 футболдық  Менеджер;ps_full_144;0
Sky2Fly;Sky2Fly;Sky2Fly;ps_full_145;0
Heros of War and Money;Герои войны и денег;Соғыс пен ақша қаһарманы ;ps_full_146;0
U.N.I.T.;U.N.I.T.;U.N.I.T.;ps_full_147;0
NeverLands;Neverlands;Neverlands;ps_full_148;0
Gladiators;Гладиаторы;Гладиаторлар;ps_full_149;0
Банановые Войны (BananaWars);BananaWars;BananaWars;ps_full_150;0
Overkings;Overkings;Overkings;ps_full_151;0
Haddan;Haddan;Haddan;ps_full_152;0
Reality faces;Грани реальности;Ақиқат шегі;ps_full_153;0
Xsolla;Xsolla ;Xsolla ;ps_full_154;0
VK advertising;VK реклама;VK жарнама;ps_full_155;0
Steam (M);Steam (M);Steam (M);ps_full_156;0
World of Tanks (M);World of Tanks (M);World of Tanks (M);ps_full_157;0
"OLIMP KZ" Bookmaker Office" LLP;ТОО «Букмекерская контора «OLIMP KZ»;«Букмекер кеңсесі «OLIMP KZ» ЖШС;ps_full_158;0
 Bookmaker's office "PROFIT Betting" LLP (www.profitbet.kz);Букмекерская контора ТОО «PROFIT Betting» ( www.profitbet.kz);«PROFIT Betting» ЖШС букмекерлік кеңсесі ( www.profitbet.kz);ps_full_159;0
Bookmaker office Goal+Assist (gol+pass) LLP;ТОО Букмекерская контора Гол+Пас; Букмекер кеңсесі Гол+Пас ЖШС;ps_full_160;0
Alpari;Альпари;Альпари;ps_full_161;0
e-KZT;e-KZT;e-KZT;ps_full_162;0
 "Redprice" LLP (chocolifeme.kz);ТОО «Редпрайс» (www.chocolifeme.kz);«Редпрайс» ЖШС (www.chocolifeme.kz);ps_full_163;0
"Bismart" (besmart.kz) LLP;ТОО "БиСмарт" (besmart.kz); "БиСмарт" (besmart.kz) ЖШС;ps_full_164;0
"Mir kuponov" LLP;ТОО Мир купонов;ТКупондар әлемі ЖШС;ps_full_165;0
Flora Express;Flora Express;Flora Express;ps_full_166;0
LR Health and Beauty Systems;LR Health and Beauty Systems;LR Health and Beauty Systems;ps_full_167;0
ShopInfo.kz;ShopInfo.kz;ShopInfo.kz;ps_full_168;0
"INFOSMS.KZ" LLP;ТОО «INFOSMS.KZ»;«INFOSMS.KZ» ЖШС;ps_full_169;0
"Kolesa" LLP (www.kolesa.kz, www.krisha.kz);ТОО «Колёса» (www.kolesa,kz , www.krisha.kz);«Колёса»  ЖШС (www.kolesa,kz , www.krisha.kz);ps_full_170;0
"Automania" newspaper;Газета Автомания;Автомания газеті;ps_full_171;0
"Iz ruk v ruki" (from hand to hand) newspaper;Газета Из рук в руки;Из рук в руки газеті;ps_full_172;0
"Rabota segodnya" (Work today) newspaper ;Газета Работа Сегодня;Работа Сегодня газеті;ps_full_173;0
"EVBIKA" LLP;ТОО «ЭВБИКА»;«ЭВБИКА» ЖШС;ps_full_174;0
 "Prometey-B" LLP;ТОО «Прометей-Б»;«Прометей-Б» ЖШС;ps_full_175;0
"Zhedel-Sakshy" LLP;ТОО «Жедел-Сақшы»;«Жедел-Сақшы» ЖШС;ps_full_176;0
Zhedel Kuzet;Жедел Кузет ;Жедел Күзет ;ps_full_177;0
Kuzet-Motors LLP;ТОО Кузет-Моторс;Күзет-Моторс ЖШС;ps_full_178;0
Kuzet-Techmontazh LLP;ТОО Кузет-Техмонтаж;Күзет-Техмонтаж ЖШС;ps_full_179;0
OLX.kg;OLX.kz;OLX.kz;ps_full_180;0
"Oriflame" LLP;ТОО "Орифлэйм";"Орифлэйм" ЖШС;ps_full_181;0
AVON;AVON;AVON;ps_full_182;0
"Faberlik-kazakhstan" LLP;ТОО "Фаберлик - Казахстан";"Фаберлик - Қазақстан" ЖШС;ps_full_183;0
Mary Kay Kazakhstan;Mary Kay Kazakhstan;Mary Kay Kazakhstan;ps_full_184;0
IS Paragraph;ИС Параграф;АЖ Параграф;ps_full_185;0
Kazakhstan’s Center for Interbank Settlements (KCIS);КЦМР;БЕҚО;kcmr;0
Kazakhstan’s Center for Interbank Settlements (KCIS);КЦМР;БЕҚО;kcmr_full;0
Accepted;Принят;Қабылдау;document.state.AcceptedInABS;0
Verified;Проверен;Тексерілген;document.state.AcceptedInRBS;0
Delivered;Доставлен;Жеткізілді;document.state.SentToRBS;0
Executed;Исполнен;Орындалды;document.state.Executed;0
Recalled;Отозван;Кері шақыртылды;document.state.Revoked;0
Refused;Отказан;Бас тартылды;document.state.Refused;0
Not accepted;Не принят;Қабылданған жоқ;document.state.NotAcceptedInABS;0
Tenge;Тенге;Теңге;currency_tenge;0
US dollar;Доллар США;АҚШ доллары;currency_us_dollar;0
Euro;Евро;Еуро;currency_euro;0
Russian rouble;Российский рубль;Ресей рублі;currency_rub;0
Home menu;Главное меню;Бас мәзір;page_main_menu;0
Overview;Обзор;Шолу;page_review;0
Invoices;Счета;Шоттар;page_accounts;0
Deposits;Депозиты;Депозиттер;demand_deposits;0
Credits ;Кредиты;Кредиттер;demand_credits;0
Corporate cards;Корпоративные карты;Корпоративтік  карталар;translation_1;0
Personal account;Личный кабинет;Жеке кабинет;translation_2;0
Monetary transactions;Денежные операции;Ақшалай операциялар;page_money_transactions;0
Payments;Платежи;Төлемдер;translation_3;0
International transfers;Международные переводы;Халықаралық  аударымдар;translation_4;0
Transfer between own accounts ;Перевод между своими счетами;Өз шоттары арасындағы аударым;translation_5;0
Conversion;Конвертация;Конвертация;translation_6;0
Standing orders ;Длительные поручения;Ұзақ тапсырмалар ;translation_7;0
Other operations;Прочие операции;Басқа операциялар;page_other_transactions;0
Invoices for payment;Счета на оплату;Төлем шоты;translation_8;0
Document for signature;Документы на подпись;Қол қоюға құжаттар;page_doc_for_signature;0
Returns;Возвраты;Қайтарулар;translation_9;0
Payments recall;Отзывы платежей;Төлемдерді кері шақыртулар;translation_10;0
Lookup;Просмотр;Қарау;privilege_account_view;0
Open a new;Открыть новый;Жаңасын ашу;privilege_account_new;0
Balance on all accounts;Остаток по всем счетам;Барлық шоттар бойынша қалдық;privilege_account_balances;0
Closed accounts;Закрытые счета;Жабық шоттар;translation_11;0
Export to Excel;Экспорт в Excel;Excel-ге экспорт;privilege_account_excel;0
Transaction history;История транзакций;Транзакциялар тарихы;privilege_account_history;0
Extract;Выписка;Үзінді көшірме;privilege_account_statement;0
Close an account;Закрыть счет;Шотты жабу;privilege_account_toClose;0
Payment;Платеж;Төлем;privilege_account_payment;0
Transfer;Перевод;Аударым;privilege_account_transfer;0
Lookup;Просмотр;Қарау;privilege_deposits_view;0
Open a new;Открыть новый;Жаңасын ашу;privilege_deposits_new;0
Show closed;Показать закрытые;Жабықтарды көрсету;privilege_deposits_closed;0
Balance;Остаток;Қалдық;privilege_deposits_balances;0
To order an extract;Заказать выписку;Үзінді көшірмеге тапсырыс беру;privilege_deposits_statement;0
Reolenish account;Пополнить счет;Шотты толтыру;privilege_deposits_credit;0
Viewing/Editing;Просмотр/Редактирование;Қарау / Редакциялау;privilege_deposits_edit;0
Transaction history;История транзакций;Транзакциялар тарихы;privilege_deposits_history;0
Close;Закрыть;Жабу;privilege_deposits_close;0
Hide;Скрыть;Жасыру;privilege_deposits_hide;0
Payment;Платеж;Төлем;privilege_deposits_payment;0
Transfer;Перевести;Аудару;privilege_deposits_transfer;0
Information and offers;Информация и предложения;Ақпарат пен ұсыныстар;page_information_offers;0
Exchange rates;Курс валют;Валюталардың бағамы;translation_12;0
Extract;Выписка;Үзінді көшірме;translation_13;0
mail;Почта;Пошта;translation_14;0
Applications;Заявления;Өтініштер ;page_statements;0
Actions history;История действий;Әрекеттер тарихы;translation_15;0
Directories;Справочники;Анықтамалықтар;page_handbooks;0
General;Общие;Жалпы;page_common;0
My;Мои;Менің;page_my;0
Lookup;Просмотр;Қарау;privilege_credits_view;0
Show closed;Показать закрытые;Жабықтарды көрсету;privilege_credits_closed;0
Balance;Остаток;Қалдық;privilege_credits_balances;0
New credit;Новый кредит;Жаңа кредит;privilege_credits_new;0
Transaction history;История транзакций;Транзакциялар тарихы;privilege_credits_history;0
Order an extract;Заказ выписки;Үзінді көшірмеге тапсырыс;privilege_credits_statement;0
Anticipated redemption;Досрочное погашение;Мерзімінен бұрын өтеу;privilege_credits_close;0
Payment;Платеж;Төлем;privilege_credits_payment;0
Hide;Скрыть;Жасыру;privilege_credits_hide;0
Lookup;Просмотр;Қарау;privilege_corpCards_view;0
Access;Доступ;Қол жеткізу;privilege_personal;0
Lookup;Просмотр;Қарау;privilege_finOperations_view;0
Lookup;Просмотр;Қарау;privilege_payments_view;0
Lookup;Просмотр;Қарау;privilege_int_transfers_view;0
Lookup;Просмотр;Қарау;privilege_transfers_view;0
Lookup;Просмотр;Қарау;privilege_conversion_view;0
Lookup;Просмотр;Қарау;privilege_standing_orders_view;0
Lookup;Просмотр;Қарау;privilege_otherOperations_view;0
Lookup;Просмотр;Қарау;privilege_invoices_view;0
Lookup;Просмотр;Қарау;privilege_docsSign_view;0
