en;ru;uk;translation_key;output_channel
Product name;Название продукта;Назва продукту;productName;W
Amount to;Сумма до;Сума до;invoice_amount_to;W
Schema;Схема;Схема;signingrules_schema;W
Amount to;Сумма по;Сума по;domTransfer_amountTo;W
Create a new Card unblock reason;Создать новую Причину разблокировки карты;Створити нову Причину розблокування карти;createCardUnblockReason;W
Exposed orders;Выставленные мной счета;Виставлені мною рахунки;exposedorder_name;W
Quick Link;Быстрая ссылка;Швидке посилання;quick_link;W
Fax;Факс;Факс;fax;W
Jobs;Задачи;Задачі;navigation_jobs;W
Manager registration;Регистрация нового менеджера;Реєстрація нового менеджера;manager_new_title;W
Address;Адрес;Адреса;intTransfer_recipientBankAddress;W
Error. Digital Signature is not valid;Ошибка. Цифровая подпись не прошла проверку!;Помилка. Цифровий підпис не пройшов перевірку!;docSigning_errorSignatureInvalid;W
Category Demands;Категории заявлений;Категорії заяв;navigation_labelReference;W
Viewing and editing the country;Просмотр и редактирование страны;Перегляд і редагування країни;viewingEditingCountry;W
Country;Страна;Країна;common_country;W
