en;ru;uk;translation_key;output_channel
ON SIGN;НА ПОДПИСЬ;НА ПОДПИСЬ;working_sign;W
WITH ERROR;С ОШИБКОЙ;С ОШИБКОЙ;working_error;W
FOR SEND;К ОТПРАВКЕ;К ОТПРАВКЕ;working_send;W
Running;Запущена;Запущена;jobs.isRunning;W
change Active;Сменить активность;Сменить активность;jobs.changeActive;W
Stop;Остановить;Остановить;jobs.stop;W
Loading;Идёт загрузка;Идёт загрузка;common_loading;W
Creating key;Создаю ключ;Создаю ключ;signature_creatingKey;W
Key has been created;Ключ создан;Ключ создан;signature_createdKey;W
File import in progress;Идет загрузка файла;Идет загрузка файла;file_import_in_progress;W
File import;Импорт документов;Импорт документов;file_import_title;W
Common balance;Общий суммарный остаток;Общий суммарный остаток;common_sum_balance;W
