en;ru;kk;translation_key;output_channel
Wrong pair;Неправильная пара;Қате жұп;exchangeRates_wrongPair;W
Category name;Имя категории;Санаттың аты;CodeCategory_name;W
Valid from;Действует с;...бастап қолданыста;authfactor_from;W
Open filter;Открыть фильтр;Сүзгіні ашу;requests_openfiler;W
Fee type;Тип комиссии;Комиссия түрі;intTransfer_feeType;W
Ordering details:;Отправитель;Жіберуші:;senderDetailsBlock;W
I confirm that this payment/money transfer is not related to the financing of terrorist or extremist activities and otherwise supporting terrorism or extremism.;Подтверждаю, что данный платеж и (или) перевод денег не связан с финансированием террористической или экстремистской деятельности и иным пособничеством терроризму либо экстремизму.;Осы төлемнің және (немесе) ақша аударымының террористiк немесе экстремистiк әрекетті қаржыландыру және терроризмге не экстремизмге өзге де дем берушілікпен байланысты емес екендігін растаймын.;intTransfer_isNotLinkTerrorism;W
Document history;История документа;Құжаттың тарихы;documentHistory_documentHistory;W
Create a new bank;Создать новый банк;Жаңа банк жасау;createNewBank;W
Card product type;Вид карточного продукта;Карта өнімінің түрі;cardProductType;W
Date;Дата;Күні;common_date;W
Identificator;Идентификатор;Сәйкестендіргіш;common_id2;W
Export to Excel;Экспорт в Excel;Excel-ге экспорттау;CodeCategory_exportToExcel;W
Working time: from;Рабочее время: с;Жұмыс уақыты: ...бастап;workingTimeFrom;W
Operations;Действия;Әрекеттер;common_documentOperations;W
Agent bank cor. account;Кор. счет Банка Посредника;Делдал банктің кор. Шоты;intTransfer_agentBankAccount;W
Type;Тип константы;Констант түрі;global_settings.constants.table.col.type;W
Export;Экспорт;Экспорттау;common_export;W
I confirm that this payment/money transfer is not related to any foreign currency transaction which requires registration certificate, notification certificate or contract registration number.;Подтверждаю, что данный платеж и (или) перевод денег не связан с осуществлением физическим лицом валютной операции, требующей получения регистрационного свидетельства, свидетельства об уведомлении, учетного номера контракта.;Осы төлемнің және (немесе) ақша аударымының жеке тұлғаның тіркеу куәлігін, хабарландыру туралы куәлікті, келісім-шарттың есептік нөмірін алуды талап ететін валюта амалын жүзеге асырумен байланысты емес екендігін растаймын.;intTransfer_confirmation;W
Status;Статус;Мәртебесі;signingrules_status;W
Delete Current Row;Удалить текущее поле;Ағымдағы жолды жою;demandType_deleteCurrentRow;W
create Key For Translate;Ключ для перевода;Аударуға арналған кілт;demandType_createKeyForTranslate;W
Cancel;Отмена;Болдырмау;common_cancel;W
Role;Роль;Рөлі;manager_role;W
Purpose code description;Описание КНП;ТТК сипаттамасы;paymentOrder_purposeCodeDescription;W
Currency;Валюта;Валютасы;signingrules_currency;W
View / Edit;Просмотр/Изменение;Қарау/Өзгерту;common_viewEdit;W
