"id";"ru";"translation_key"
1705;Выдача займа;OpenCredit
1706;досрочное погашение кредита;CloseCredit
1707;выпуск карты;CreateCard
1708;Перевыпуск карты;ReCreateCard
1709;Запрещена отмена публикации если уже есть созданные заявления в базе;customRequestType.unpublishedError
1710;Здесь будет находится текст соглашения, многострочная часть;translation_18
1711;Изменение суммы выплаты с сохранением срока займа-Изменение срока займа с сохранением суммы выплаты;translation_19
1712;Закрытие счета возможно только при отсутствии денежных средств на счете;translation_20
1713;Подтверждение о согласии с условиями открытия вклада;translation_21
1860;Мужской;Male
1861;Женский;Female
1714;Подтверждение о согласии с условиями выпуска карты;translation_22
1715;Швейцарский франк;currency_frank
1716;"Акционерное общество ""AsiaCredit Bank (АзияКредит Банк)""";bank_owner_full_name
1717;Одно из значений для локализации не заполнено;constant.validation.multi.value.empty
1718;Commerzbank AG, Frankfurt am Main, Germany;EUR_CORRESPONDENT_BANK_NAME_1
1719;Raiffeisen Bank International A.G. Vienna, Austria;EUR_CORRESPONDENT_BANK_NAME_2
1720;ALFA-BANK;USD_CORRESPONDENT_BANK_NAME_1
1721;KAZKOMMERTSBANK, ALMATY, KZ;USD_CORRESPONDENT_BANK_NAME_2
1722;Halyk Saving Bank Kazakhstan,  ALMATY,  KZ;USD_CORRESPONDENT_BANK_NAME_3
1723;SBERBANK;RUB_CORRESPONDENT_BANK_NAME_1
1724;ALFA-BANK. МОСКВА. РОССИЯ;RUB_CORRESPONDENT_BANK_NAME_2
1725;Commerzbank A.G.;GBP_CORRESPONDENT_BANK_NAME_1
1726;Commerzbank A.G.;CHF_CORRESPONDENT_BANK_NAME_1
1727;INDUSTRIAL AND COMMERCIAL BANK OF CHINA, BEIJING, CHINA;CNY_CORRESPONDENT_BANK_NAME_1
1728;INDUSTRIAL AND COMMERCIAL  BANK OF CHINA,  ALMATY,  KZ;CNY_CORRESPONDENT_BANK_NAME_2
1729;"АО ""AsiaCredit Bank (АзияКредит Банк)""";property_asia_bank
1730;"Акционерное общество ""BANK EXPOCREDIT (БАНК ЭКСПОКРЕДИТ)""";translation_24
1731;"АО ""Bank Expocredit (Банк Экспокредит)""";translation_25
1732;Default X Bank;translation_26
1733;Задача активна;isActive
1734;Пн;short_MONDAY
1735;Вт;short_TUESDAY
1736;Ср;short_WEDNESDAY
1737;Чт;short_THURSDAY
1738;Пт;short_FRIDAY
1739;Сб;short_SATURDAY
1740;Вс;short_SUNDAY
1741;Нерабочие дни;days_off
1742;Круглосуточно;work_24_hours
1743;Значение(одно из значений) заполнено неверно;constant.validation.multi.value.invalid
1744;НДС;VAT_CODE
1745;Национальные валюты;CURRENCY_CODE
1746;Окно синхронизации ОТП токена;LOOK_AHEAD_RESYNCHRONIZATION_WINDOW
1747;Длина пароля ОТП токена;OTP_TOKEN_LENGTH
1748;Максимально количество неверных попыток ОТП токена;INCORRECT_ATTEMPTS
1749;Полное наименование;FULL_BANK_NAME
1750;Сокращённое наименование;SHORT_BANK_NAME
1751;БИК;property_BIK
1752;БИН;property_BIN
1753;КБЕ;property_KBE
1754;Код ОКПО;property_OKPO_CODE
1755;Юридический адрес;property_BANK_ADDRESS
1756;минимальная длина логина;property_MIN_LOGIN_LENGTH
1757;максимальная длина логина;property_MAX_LOGIN_LENGTH
1758;минимальная длина пароля;property_MIN_PWD_LENGTH
1759;максимальная длина пароля;property_MAX_PWD_LENGTH
1760;требуемые символы для пароля;property_ALLOWED_PWD_SYMBOLS
1761;глубина истории паролей;property_PWD_HISTORY_DEEP
1762;колличество неверных попыток паролей;property_PWD_INCORRECT_ATTEMPTS
1763;срок действия пароля;property_PWD_LIFE
1764;колличество дней до уведомления пользователя об окночании срока пароля;property_PWD_NOTIFICATION
1765;Тип файла;property_FILE_TYPE
1766;Размер файла Мб;property_FILE_SIZE
1767;Продолжительность сессии, c;property_SESSION_TIME
1768;Profile;property_PROFILE
1769;ProfilePassword;property_PROFILE_PASSWORD
1770;ManagerSN;property_KEY_SERIAL_NUMBER
1771;Количество сессий;property_SESSION_AMOUNT
1772;Default tariff;property_DEFAULT_TARIFF
1773;Размер тела письма;property_LETTER_BODY_SIZE
1774;Длительность актуальности новости;property_NEWS_ACTUALITY
1775;Период валютирования платежей (максимальное колличество дней);property_MAX_VALUE_DAYS
1776;URL шины банка;property_INTEGRATION_ABS_URL
1777;Логин доступа к шине банка;property_INTEGRATION_ABS_LOGIN
1778;Пароль доступа к шине банка;property_INTEGRATION_ABS_PASSWORD
1779;Срок действия смс-кода;property_SMS_VALID_PERIOD
