id;ru;ua;translation_key
1252;Выставленные мне счета;Виставлені мені рахунки;page_invoices
2680;Выставленные мне счета;Виставлені мені рахунки;invoice_name
3262;Выставленные мной счета;Виставлені мною рахунки;exposedorder_name
3987;Выставленные мной счета;Виставлені мною рахунки;DocType_ExposedOrder
1391;Выставленные мной счета список;Виставлені мною рахунки перелік;exposeOrder.list
1253;Выставленные мною счета;Виставлені мною рахунки;page_expose_orders
1311;Выставленные счета;Виставлені рахунки;job_exposedOrder
1594;Выставленный мне счет;Виставлений мені рахунок;invoice_view_title
3404;Выставленный мне счет;Виставлений мені рахунок;intTransfer_invoice
3332;Выход;Вихід;login_exit
2726;Выходной день;Вихідний день;DayResource.DayOff
1857;Генерация регулярных платежей;МБО;job_STANDING_ORDERS
3057;Геопозиция;Геопозиція;geoposition
3299;Гл. бухгалтер;Гол.бухгалтер;paymentOrder_payerChiefAccountant
2625;Главная;Головна;common_main
1597;Главная страница;Головна сторінка;notFound_main_page
1044;Главное меню;Головне меню;page_main_menu
1150;Главное меню;Головне меню;m_root
3754;Главные новости;Головні новини;news_main
3198;Главный Бухгалтер;Головний Бухгалтер;CompanyPerson_ChiefAccountant
1863;Глубина выписки по карте (дни);Глибина виписки по карті (дні);card_stm
1862;Глубина выписки по счету (дни);Глибина виписки по рахунку (дні);account_stm
1761;глубина истории паролей;Глибина історії паролів;property_PWD_HISTORY_DEEP
3031;Год;Рік;year
3566;год;рік;yearLowerCase
4071;Год или месяц или день рождения не заполненны;Рік або місяць або день народження не заповнені;error_birthday_empty
2961;Город;Місто;intTransfer_recipientBankCity
3488;Город;Місто;common_city
3059;Город (Банка Посредника);Місто (Банку Посереднику);intTransfer_agentBankCity
2567;Город с таким кодом уже существует;Місто з таким кодом вже існує;cityWithSameCodeAlreadyExists
1315;Города;Міста;job_CITY
1439;Города;Міста;cities
1954;Госуслуги;Держпослуги;state_services
1955;Госуслуги;Держпослуги;state_services_full
3712;Готовы к отправке;Готові до відправки;task_ready
1043;Гривня;гривня;currency_uah
1946;Грузоперевозки, доставка;Вантажоперевезення, доставка;shipping
1947;Грузоперевозки, доставка;Вантажоперевезення, доставка;shipping_full
3643;Группа задач;Група задач;jobsGroup.edit_jobGroup.title
3484;Группа констант;Група констант;global_settings.constants.table.col.group
3165;Группа получателей;Група отримувачів;multicasting_group
3508;Группа типа задачи;Група типу задачі;jobs.job_group
2733;Группа типов задач для запуска по расписанию;Група типів задач для запуску за розкладом;navigation_jobsGroup
2578;Группы констант;Групи констант;navigation_group_constants
3176;Группы констант;Групи констант;global_settings.constants.group.screen.list
3804;Группы рассылки;Групи розсилки;mailing_groups
3124;Да;Так;boolean_true
3937;Да;Так;common_yes
3055;Данная валюта недоступна для оплаты, обратитесь в службу поддержки банка;Ця валюта недотупна для сплати, зверніться до банку;intTransfer_errorCurrencyUnavailable
3638;Данные в таблице отсутствуют;Дані в таблиці відсутні;grid_emptyRowLabel
2644;Данные введены некорректно;Дані введено некоректно;common_incorrectSymbol
1424;Дата;Дата;withndraw_doc_date
1513;Дата;Дата;EventsExcelCreator.EventDateTime
2781;Дата;Дата;common_date
3602;Дата;Дата;events_eventdate
2673;Дата валютирования;Дата валютування;paymentOrder_valueDate
1801;дата валютирования должна быть больше или равна текущей дате;дата валютування має бути більшою або дорівнювати поточній даті;mt_invalid_value_date
4133;Дата выполнения;Дата виконання;execution_date
3276;Дата выполнения;Дата виконання;standing.order.standingDate
3405;Дата выпуска;Дата випуску;releaseDate
3980;Дата выпуска;Дата випуску;issueDate
2995;Дата договора;Дата договору;contractDate
1622;Дата документа;Дата документу;invoice_date
2570;Дата документа;Дата документу;withdraw_doc_date
2925;Дата документа;Дата документу;paymentOrder_documentDate
