en;ru;kk;translation_key;output_channel
RCCG -Uralsk [Batys EnergoResources, Oral Taza Service, KazTransGas Aimak, others];РЦКУ-Уральск [Батыс ЭнергоРесурсы, Орал Таза Сервис, КазТрансГаз Аймак, прочие];РЦКУ-Орал [Батыс ЭнергоРесурстар, Орал Таза Сервис, ҚазТрансГаз Аймақ, өзгелер];ps_full_80;W
Cyfral, Aktobe Taza Kala, KazTransGas, Aimak, other);[Цифрал, Актобе Таза Кала, КазТрансГаз Аймак, прочие];[Цифрал, Ақтөбе Таза Қала, ҚазТрансГаз Аймақ, басқалары];РЦКУ-Запад (Актобе) [Цифрал, Актобе Таза Кала, КазТрансГаз Аймак, прочие];W
RCCG -Kostanay [KazTransGasAimak, in-house gas equipment, others];РЦКУ-Костанай [КазТрансГазАймак, ВДГО, прочие];РЦКУ-Қостанай [ҚазТрансГазАймақ, ВДГО, өзгелер];ps_full_82;W
RCCG -Atyrau [KazTransGasAimak, in-house gas equipment, others];РЦКУ-Атырау [КазТрансГазАймак, ВДГО, прочие];РЦКУ-Атырау [ҚазТрансГазАймақ, ВДГО, өзгелер];ps_full_83;W
RCCG -Aktau [KazTransGasAimak, in-house gas equipment, others];РЦКУ-Актау[КазТрансГазАймак, ВДГО, прочие];РЦКУ-Ақтау[ҚазТрансГазАймақ, ВДГО, өзгелер];ps_full_84;W
Astana MCC;Астана ЕРЦ;Астана БЕО;ps_full_85;W
UK Heating networks ; УК тепловые сети;УК жылу желілері;ps_full_86;W
"Karagandyzhylsbyt" LLP;ТОО "Карагандыжылусбыт";"Қарағандыжылуөткізу" ЖШС;ps_full_87;W
Tauekel-T;Тауекел-Т;Тәуекел-Т;ps_full_88;W
Tauekel-N-Algabas;Тауекель-Н-Алгабас;Тәуекел-Н-Алғабас;ps_full_89;W
Zhetisu Gas Kubyry;Жетісу газ кубыры;Жетісу газ құбыры;ps_full_90;W
Kyzylordateploelektrotsentr;Кызылордатеплоэлектроцентр;Қызылорда жылу электр орталығы;ps_full_91;W
UPD ASC Almaty Gas;ЕПД АРЦ Алматы газ;Алматы газ АЕО БТҚ;ps_full_92;W
Rudnensky Vodokanal LLP; ТОО Рудненский Водоканал;Рудненск Су арнасы ЖШС;ps_full_93;W
 "Shygysenergotrade" LLP;ТОО «Шыгысэнерготрэйд»;«Шығысэнерготрэйд» ЖШС;ps_full_94;W
RCCG -Kyzylorda [KazTransGasAimak, in-house gas equipment, others];РЦКУ-Кызылорда [КазТрансГазАймак, ВДГО, прочие];РЦКУ-Қызылорда [ҚазТрансГазАймақ, ВДГО, өзгелер];ps_full_95;W
Sogrinskaya HES APS;  Согринская ТЭЦ АЭС;Согринск ЖЭО  АЭС;ps_full_96;W
Pavlodarenergosbyt MCC;  ПавлодарЭнергоСбыт ЕРЦ;ПавлодарЭнергоӨткізу  (ПавлодарЭнергоСбыт) БЕО;ps_full_97;W
"Shakhtinskteploenergo" LLP;ТОО "Шахтинсктеплоэнерго";"Шахтинскжылуэнерго" ЖШС;ps_full_98;W
"Pavlodar-Vodokanal" LLP;ТОО "Павлодар-водоканал";"Павлодар-суарнасы" ЖШС;ps_full_99;W
Batys Energo resources ;Батыс Энерго Ресурсы;Батыс Энерго Ресурсы;ps_full_100;W
RCCG Shymkent;РЦКУ Шымкент;Шымкент РЦКУ;ps_full_101;W
ONAY-transport card of Almaty;ОҢАЙ – Транспортная карта г.Алматы;ОҢАЙ –  Алматы қ. көлік картасы;ps_full_102;W
"SAPAR" LLP )www.avokzal.kz);ТОО «САПАР» (www.avokzal.kz);«САПАР» ЖШС (www.avokzal.kz);ps_full_103;W
E-gov (Electronic Government)*;E-gov (Электронное правительство)*;E-gov (Электрондық үкімет)*;ps_full_104;W
Payment of traffic penalties (Almaty city) *;Оплата штрафов ПДД (г.Алматы)*;ЖҚЕ айыппұлдарын төлеу (Алматы қ.)*;ps_full_105;W
Payment for Driving Regulations fines (RK)*;Оплата штрафов ПДД (РК)*;ЖҚЕ айыппұлдарын төлеу (ҚР);ps_full_106;W
Mamba.ru;Mamba.ru;Mamba.ru;ps_full_107;W
Lava-Online, ;Lava-Online, ;Lava-Online, ;ps_full_108;W
Watches,; Дозоры,;Барлаулар,;ps_full_109;W
(AtomFishing) Extreme Server, ;[AtomFishing] Сервер Экстрим, ;[AtomFishing] Сервер Экстрим, ;ps_full_110;W
(AtomFishing) Return Server, ;[AtomFishing] Сервер Возвращение, ;[AtomFishing] Сервер Қайтару ;ps_full_111;W
Xcraft.ru,;Xcraft.ru,;Xcraft.ru,;ps_full_112;W
GameXP,;GameXP,;GameXP,;ps_full_113;W
The War Z, ;The War Z, ;The War Z, ;ps_full_114;W
Battle of Immortals, ;Battle of Immortals, ;Battle of Immortals, ;ps_full_115;W
Territoriya 2;Территория 2, ;Аумақ  2, ;ps_full_116;W
Last limit,; Последний предел,;Соңғы шек,;ps_full_117;W
 Tanki online, ; Tanki online, ;Tanki online, ;ps_full_119;W
 Bloody World, ; Bloody World, ;Bloody World, ;ps_full_120;W
Gamenet,;Gamenet, ;Gamenet, ;ps_full_121;W
One World,;One World, ;One World, ;ps_full_122;W
Molehill Empire ;Садовая империя, ;Бақ империясы,;ps_full_123;W
Lordmancer;Лордмансер, ;Лордмансер, ;ps_full_124;W
 Zzima.com,; Zzima.com,;Zzima.com,;ps_full_125;W
Podnebesiye;Поднебесье, ;Аспан асты,;ps_full_126;W
 Murclub.ru, ; Murclub.ru, ;Murclub.ru, ;ps_full_127;W
Siege Online;Осада Онлайн, ;Осада Онлайн, ;ps_full_128;W
Silkroad Online, ;Silkroad Online, ;Silkroad Online, ;ps_full_129;W
Kw.rambler.ru, ;Kw.rambler.ru, ;Kw.rambler.ru, ;ps_full_130;W
Moja Derewnja;Моя деревня, ;Менің ауылым,;ps_full_131;W
My lands, ;My lands, ;My lands, ;ps_full_132;W
Barbarian;Варвары, ;Варварлар, ;ps_full_133;W
JagPlay, ;JagPlay, ;JagPlay, ;ps_full_134;W
Mgates, ;Mgates, ;Mgates, ;ps_full_135;W
Mafia Wars,;Войны мафии, ;Мафия соғыстары;ps_full_136;W
Islands ;  Острова, ;Аралдар,;ps_full_137;W
Peredovaya, ;Peredovaya, ;Peredovaya, ;ps_full_138;W
StarClashes;Звездные бои,;Жұлдыздар соғысы,;ps_full_139;W
Garena;Гарена, ;Гарена, ;ps_full_140;W
Korolevstvo (Kingdom);Королевство;Корольдік;ps_full_141;W
Ganja Wars;Ганджубасовые войны;Ганджубастық соғыстар;ps_full_142;W
Carnage;Carnage;Carnage;ps_full_143;W
11x11 foorball Messenger ;11х11 футбольный Менеджер;11х11 футболдық  Менеджер;ps_full_144;W
Sky2Fly;Sky2Fly;Sky2Fly;ps_full_145;W
Heros of War and Money;Герои войны и денег;Соғыс пен ақша қаһарманы ;ps_full_146;W
U.N.I.T.;U.N.I.T.;U.N.I.T.;ps_full_147;W
NeverLands;Neverlands;Neverlands;ps_full_148;W
Gladiators;Гладиаторы;Гладиаторлар;ps_full_149;W
Банановые Войны (BananaWars);BananaWars;BananaWars;ps_full_150;W
Overkings;Overkings;Overkings;ps_full_151;W
Haddan;Haddan;Haddan;ps_full_152;W
Reality faces;Грани реальности;Ақиқат шегі;ps_full_153;W
Xsolla;Xsolla ;Xsolla ;ps_full_154;W
VK advertising;VK реклама;VK жарнама;ps_full_155;W
Steam (M);Steam (M);Steam (M);ps_full_156;W
World of Tanks (M);World of Tanks (M);World of Tanks (M);ps_full_157;W
"OLIMP KZ" Bookmaker Office" LLP;ТОО «Букмекерская контора «OLIMP KZ»;«Букмекер кеңсесі «OLIMP KZ» ЖШС;ps_full_158;W
 Bookmaker's office "PROFIT Betting" LLP (www.profitbet.kz);Букмекерская контора ТОО «PROFIT Betting» ( www.profitbet.kz);«PROFIT Betting» ЖШС букмекерлік кеңсесі ( www.profitbet.kz);ps_full_159;W
Bookmaker office Goal+Assist (gol+pass) LLP;ТОО Букмекерская контора Гол+Пас; Букмекер кеңсесі Гол+Пас ЖШС;ps_full_160;W
Alpari;Альпари;Альпари;ps_full_161;W
e-KZT;e-KZT;e-KZT;ps_full_162;W
 "Redprice" LLP (chocolifeme.kz);ТОО «Редпрайс» (www.chocolifeme.kz);«Редпрайс» ЖШС (www.chocolifeme.kz);ps_full_163;W
"Bismart" (besmart.kz) LLP;ТОО "БиСмарт" (besmart.kz); "БиСмарт" (besmart.kz) ЖШС;ps_full_164;W
"Mir kuponov" LLP;ТОО Мир купонов;ТКупондар әлемі ЖШС;ps_full_165;W
Flora Express;Flora Express;Flora Express;ps_full_166;W
LR Health and Beauty Systems;LR Health and Beauty Systems;LR Health and Beauty Systems;ps_full_167;W
ShopInfo.kz;ShopInfo.kz;ShopInfo.kz;ps_full_168;W
"INFOSMS.KZ" LLP;ТОО «INFOSMS.KZ»;«INFOSMS.KZ» ЖШС;ps_full_169;W
"Kolesa" LLP (www.kolesa.kz, www.krisha.kz);ТОО «Колёса» (www.kolesa,kz , www.krisha.kz);«Колёса»  ЖШС (www.kolesa,kz , www.krisha.kz);ps_full_170;W
"Automania" newspaper;Газета Автомания;Автомания газеті;ps_full_171;W
"Iz ruk v ruki" (from hand to hand) newspaper;Газета Из рук в руки;Из рук в руки газеті;ps_full_172;W
"Rabota segodnya" (Work today) newspaper ;Газета Работа Сегодня;Работа Сегодня газеті;ps_full_173;W
"EVBIKA" LLP;ТОО «ЭВБИКА»;«ЭВБИКА» ЖШС;ps_full_174;W
 "Prometey-B" LLP;ТОО «Прометей-Б»;«Прометей-Б» ЖШС;ps_full_175;W
"Zhedel-Sakshy" LLP;ТОО «Жедел-Сақшы»;«Жедел-Сақшы» ЖШС;ps_full_176;W
Zhedel Kuzet;Жедел Кузет ;Жедел Күзет ;ps_full_177;W
Kuzet-Motors LLP;ТОО Кузет-Моторс;Күзет-Моторс ЖШС;ps_full_178;W
Kuzet-Techmontazh LLP;ТОО Кузет-Техмонтаж;Күзет-Техмонтаж ЖШС;ps_full_179;W
OLX.kg;OLX.kz;OLX.kz;ps_full_180;W
"Oriflame" LLP;ТОО "Орифлэйм";"Орифлэйм" ЖШС;ps_full_181;W
AVON;AVON;AVON;ps_full_182;W
"Faberlik-kazakhstan" LLP;ТОО "Фаберлик - Казахстан";"Фаберлик - Қазақстан" ЖШС;ps_full_183;W
Mary Kay Kazakhstan;Mary Kay Kazakhstan;Mary Kay Kazakhstan;ps_full_184;W
IS Paragraph;ИС Параграф;АЖ Параграф;ps_full_185;W
Kazakhstan’s Center for Interbank Settlements (KCIS);КЦМР;БЕҚО;kcmr;W
Kazakhstan’s Center for Interbank Settlements (KCIS);КЦМР;БЕҚО;kcmr_full;W
Accepted;Принят;Қабылдау;document.state.AcceptedInABS;W
Verified;Проверен;Тексерілген;document.state.AcceptedInRBS;W
Delivered;Доставлен;Жеткізілді;document.state.SentToRBS;W
Executed;Исполнен;Орындалды;document.state.Executed;W
Recalled;Отозван;Кері шақыртылды;document.state.Revoked;W
Refused;Отказан;Бас тартылды;document.state.Refused;W
Not accepted;Не принят;Қабылданған жоқ;document.state.NotAcceptedInABS;W
Tenge;Тенге;Теңге;currency_tenge;W
US dollar;Доллар США;АҚШ доллары;currency_us_dollar;W
Euro;Евро;Еуро;currency_euro;W
Russian rouble;Российский рубль;Ресей рублі;currency_rub;W
Home menu;Главное меню;Бас мәзір;page_main_menu;W
Overview;Обзор;Шолу;page_review;W
Invoices;Счета;Шоттар;page_accounts;W
Deposits;Депозиты;Депозиттер;demand_deposits;W
Credits ;Кредиты;Кредиттер;demand_credits;W
Corporate cards;Корпоративные карты;Корпоративтік  карталар;translation_1;W
Personal account;Личный кабинет;Жеке кабинет;translation_2;W
Monetary transactions;Денежные операции;Ақшалай операциялар;page_money_transactions;W
Payments;Платежи;Төлемдер;translation_3;W
International transfers;Международные переводы;Халықаралық  аударымдар;translation_4;W
Transfer between own accounts ;Перевод между своими счетами;Өз шоттары арасындағы аударым;translation_5;W
Conversion;Конвертация;Конвертация;translation_6;W
Standing orders ;Длительные поручения;Ұзақ тапсырмалар ;translation_7;W
Other operations;Прочие операции;Басқа операциялар;page_other_transactions;W
Invoices for payment;Счета на оплату;Төлем шоты;translation_8;W
Document for signature;Документы на подпись;Қол қоюға құжаттар;page_doc_for_signature;W
Returns;Возвраты;Қайтарулар;translation_9;W
Payments recall;Отзывы платежей;Төлемдерді кері шақыртулар;translation_10;W
Lookup;Просмотр;Қарау;privilege_account_view;W
Open a new;Открыть новый;Жаңасын ашу;privilege_account_new;W
Balance on all accounts;Остаток по всем счетам;Барлық шоттар бойынша қалдық;privilege_account_balances;W
Closed accounts;Закрытые счета;Жабық шоттар;translation_11;W
Export to Excel;Экспорт в Excel;Excel-ге экспорт;privilege_account_excel;W
Transaction history;История транзакций;Транзакциялар тарихы;privilege_account_history;W
Extract;Выписка;Үзінді көшірме;privilege_account_statement;W
Close an account;Закрыть счет;Шотты жабу;privilege_account_toClose;W
Payment;Платеж;Төлем;privilege_account_payment;W
Transfer;Перевод;Аударым;privilege_account_transfer;W
Lookup;Просмотр;Қарау;privilege_deposits_view;W
Open a new;Открыть новый;Жаңасын ашу;privilege_deposits_new;W
Show closed;Показать закрытые;Жабықтарды көрсету;privilege_deposits_closed;W
Balance;Остаток;Қалдық;privilege_deposits_balances;W
To order an extract;Заказать выписку;Үзінді көшірмеге тапсырыс беру;privilege_deposits_statement;W
Reolenish account;Пополнить счет;Шотты толтыру;privilege_deposits_credit;W
Viewing/Editing;Просмотр/Редактирование;Қарау / Редакциялау;privilege_deposits_edit;W
Transaction history;История транзакций;Транзакциялар тарихы;privilege_deposits_history;W
Close;Закрыть;Жабу;privilege_deposits_close;W
Hide;Скрыть;Жасыру;privilege_deposits_hide;W
Payment;Платеж;Төлем;privilege_deposits_payment;W
Transfer;Перевести;Аудару;privilege_deposits_transfer;W
Information and offers;Информация и предложения;Ақпарат пен ұсыныстар;page_information_offers;W
Exchange rates;Курс валют;Валюталардың бағамы;translation_12;W
Extract;Выписка;Үзінді көшірме;translation_13;W
mail;Почта;Пошта;translation_14;W
Applications;Заявления;Өтініштер ;page_statements;W
Actions history;История действий;Әрекеттер тарихы;translation_15;W
Directories;Справочники;Анықтамалықтар;page_handbooks;W
General;Общие;Жалпы;page_common;W
My;Мои;Менің;page_my;W
Lookup;Просмотр;Қарау;privilege_credits_view;W
Show closed;Показать закрытые;Жабықтарды көрсету;privilege_credits_closed;W
Balance;Остаток;Қалдық;privilege_credits_balances;W
New credit;Новый кредит;Жаңа кредит;privilege_credits_new;W
Transaction history;История транзакций;Транзакциялар тарихы;privilege_credits_history;W
Order an extract;Заказ выписки;Үзінді көшірмеге тапсырыс;privilege_credits_statement;W
Anticipated redemption;Досрочное погашение;Мерзімінен бұрын өтеу;privilege_credits_close;W
Payment;Платеж;Төлем;privilege_credits_payment;W
Hide;Скрыть;Жасыру;privilege_credits_hide;W
Lookup;Просмотр;Қарау;privilege_corpCards_view;W
Access;Доступ;Қол жеткізу;privilege_personal;W
Lookup;Просмотр;Қарау;privilege_finOperations_view;W
Lookup;Просмотр;Қарау;privilege_payments_view;W
Lookup;Просмотр;Қарау;privilege_int_transfers_view;W
Lookup;Просмотр;Қарау;privilege_transfers_view;W
Lookup;Просмотр;Қарау;privilege_conversion_view;W
Lookup;Просмотр;Қарау;privilege_standing_orders_view;W
Lookup;Просмотр;Қарау;privilege_otherOperations_view;W
Lookup;Просмотр;Қарау;privilege_invoices_view;W
Lookup;Просмотр;Қарау;privilege_docsSign_view;W
